"Qubit","T1 (us)","T2 (us)","Readout assignment error","Prob meas0 prep1","Prob meas1 prep0","Readout length (ns)","ID error","Single-qubit gate length (ns)","RX error","Z-axis rotation (rz) error","√x (sx) error","Pauli-X error","CZ error","Gate length (ns)","RZZ error","Operational"
"90","235.71173866966225","246.0000752205066","0.005615234375","0.00732421875","0.00390625","2280","0.0007448165762578276","32","0.0007448165762578276","0","0.0007448165762578276","0.0007448165762578276","89:0.0025905010910366455;91:0.0042430953998970344","89:68;91:68","89:0.003565568826553539;91:0.002681215255234237","Yes"
"91","304.8714786540958","107.3965600291939","0.004150390625","0.005859375","0.00244140625","2280","0.00019245589603609375","32","0.00019245589603609375","0","0.00019245589603609375","0.00019245589603609375","98:0.0013876117212279493;90:0.0042430953998970344;92:0.0015828543699373532","98:68;90:68;92:68","98:0.0018044749065742605;90:0.002681215255234237;92:0.0019405615199167836","Yes"
"92","308.2363422261423","175.90329816133277","0.015380859375","0.0107421875","0.02001953125","2280","0.00023396363630536344","32","0.00023396363630536344","0","0.00023396363630536344","0.00023396363630536344","91:0.0015828543699373532;93:0.002828835092725579","91:68;93:68","91:0.0019405615199167836;93:0.003098537726912348","Yes"
"93","53.80796536652266","45.95167834608484","0.00634765625","0.00830078125","0.00439453125","2280","0.00029464507753898983","32","0.00029464507753898983","0","0.00029464507753898983","0.00029464507753898983","94:0.003484167416106354;79:0.0015190732454558598;92:0.002828835092725579","94:68;79:68;92:68","94:0.004770270560794709;79:0.0038547970843204327;92:0.003098537726912348","Yes"
"94","316.45280287734494","166.5456826293934","0.010986328125","0.01025390625","0.01171875","2280","0.00027561000214020563","32","0.00027561000214020563","0","0.00027561000214020563","0.00027561000214020563","93:0.003484167416106354;95:0.0014095762931759515","93:68;95:68","93:0.004770270560794709;95:0.0024199660398567524","Yes"
"95","226.64750384393827","267.88228860789985","0.006591796875","0.009765625","0.00341796875","2280","0.0001949956996414628","32","0.0001949956996414628","0","0.0001949956996414628","0.0001949956996414628","99:0.0013447310502097132;94:0.0014095762931759515","99:68;94:68","99:0.002946531334314745;94:0.0024199660398567524","Yes"
"96","297.02030138063225","147.87597879118897","0.00537109375","0.0068359375","0.00390625","2280","0.0001760677661311502","32","0.0001760677661311502","0","0.0001760677661311502","0.0001760677661311502","83:0.0013337274139587074;103:0.0018480393332252765","83:68;103:68","83:0.0015923246621213083;103:0.0023187663193561525","Yes"
"97","126.63707992169846","57.42212810078745","0.003173828125","0.00537109375","0.0009765625","2280","0.00016071736554811763","32","0.00016071736554811763","0","0.00016071736554811763","0.00016071736554811763","87:0.0022488980049971685;107:0.0012378781496248936","87:68;107:68","87:0.002394959774819405;107:0.0031080071393252695","Yes"
"98","258.7664932471102","49.705596527546255","0.005859375","0.0087890625","0.0029296875","2280","0.00039180983155010407","32","0.00039180983155010407","0","0.00039180983155010407","0.00039180983155010407","91:0.0013876117212279493;111:0.0017676685525691571","91:68;111:68","91:0.0018044749065742605;111:0.002231325879930801","Yes"
"99","261.7988566773161","209.4349879586737","0.018310546875","0.0166015625","0.02001953125","2280","0.00024536196934905495","32","0.00024536196934905495","0","0.00024536196934905495","0.00024536196934905495","115:0.004598319248451221;95:0.0013447310502097132","115:68;95:68","115:0.004633886423250633;95:0.002946531334314745","Yes"
"100","175.06867598413788","150.8679958647278","0.00390625","0.005859375","0.001953125","2280","0.00033478381310292875","32","0.00033478381310292875","0","0.00033478381310292875","0.00033478381310292875","101:0.0015152466508003837","101:68","101:0.002789312563172913","Yes"
"101","475.12407864746444","201.3543884393601","0.006591796875","0.01123046875","0.001953125","2280","0.0001230349852156097","32","0.0001230349852156097","0","0.0001230349852156097","0.0001230349852156097","100:0.0015152466508003837;116:0.0012255896976052782;102:0.0012702602651571693","100:68;116:68;102:68","100:0.002789312563172913;116:0.0013739886610029395;102:0.0025432923710380084","Yes"
"102","328.0495135399313","269.1681583598969","0.0087890625","0.017578125","0","2280","0.00038341635293932016","32","0.00038341635293932016","0","0.00038341635293932016","0.00038341635293932016","101:0.0012702602651571693;103:0.001669183739733654","101:68;103:68","101:0.0025432923710380084;103:0.003511407943446676","Yes"
"103","331.70477518081145","80.07375710573811","0.00537109375","0.009765625","0.0009765625","2280","0.00011931837574562957","32","0.00011931837574562957","0","0.00011931837574562957","0.00011931837574562957","104:0.001281097961680383;96:0.0018480393332252765;102:0.001669183739733654","104:68;96:68;102:68","104:0.0017679077905438934;96:0.0023187663193561525;102:0.003511407943446676","Yes"
"104","248.57198016650017","388.14666945001966","0.00390625","0.00732421875","0.00048828125","2280","0.0004407414791434461","32","0.0004407414791434461","0","0.0004407414791434461","0.0004407414791434461","103:0.001281097961680383;105:0.0016644562412854447","103:68;105:68","103:0.0017679077905438934;105:0.0021154821129369117","Yes"
"105","214.73897955880435","290.071102105159","0.00390625","0.00634765625","0.00146484375","2280","0.00021856305974882366","32","0.00021856305974882366","0","0.00021856305974882366","0.00021856305974882366","104:0.0016644562412854447;106:0.0017404407126806742;117:0.0010537584837516933","104:68;106:68;117:68","104:0.0021154821129369117;106:0.0019988963168852403;117:0.003749664038837891","Yes"
"106","128.50082242694427","170.27709091133443","0.00439453125","0.00537109375","0.00341796875","2280","0.0002732126091323825","32","0.0002732126091323825","0","0.0002732126091323825","0.0002732126091323825","107:0.0017222562852615697;105:0.0017404407126806742","107:68;105:68","107:0.0020650737724746404;105:0.0019988963168852403","Yes"
"107","226.17157770625852","246.68243872408812","0.00341796875","0.00341796875","0.00341796875","2280","0.00022692230563124845","32","0.00022692230563124845","0","0.00022692230563124845","0.00022692230563124845","106:0.0017222562852615697;108:0.001496332919419724;97:0.0012378781496248936","106:68;108:68;97:68","106:0.0020650737724746404;108:0.0016804927268008196;97:0.0031080071393252695","Yes"
"108","131.46440528993557","101.9493223645757","0.008056640625","0.01171875","0.00439453125","2280","0.00022709259501980776","32","0.00022709259501980776","0","0.00022709259501980776","0.00022709259501980776","107:0.001496332919419724;109:0.0013988946282902648","107:68;109:68","107:0.0016804927268008196;109:0.0025455793363306223","Yes"
"109","215.70791171985348","273.2234022697253","0.00927734375","0.01708984375","0.00146484375","2280","0.00011538295531921835","32","0.00011538295531921835","0","0.00011538295531921835","0.00011538295531921835","108:0.0013988946282902648;110:0.001638302892620791;118:0.002808444743911259","108:68;110:68;118:68","108:0.0025455793363306223;110:0.0014923750452612294;118:0.0031194774706915507","Yes"
"110","214.34994467154453","163.64540122571267","0.003662109375","0.005859375","0.00146484375","2280","0.00027620425394421234","32","0.00027620425394421234","0","0.00027620425394421234","0.00027620425394421234","109:0.001638302892620791;111:0.005333774122923546","109:68;111:68","109:0.0014923750452612294;111:0.003242927573060106","Yes"
"111","287.7494010528972","184.4249474760273","0.019287109375","0.00439453125","0.0341796875","2280","0.00013924201197934428","32","0.00013924201197934428","0","0.00013924201197934428","0.00013924201197934428","112:0.157678551648177;110:0.005333774122923546;98:0.0017676685525691571","112:68;110:68;98:68","112:0.2496631851295615;110:0.003242927573060106;98:0.002231325879930801","Yes"
"112","254.8507332189821","153.365067822014","0.0556640625","0.10595703125","0.00537109375","2280","","32","","0","","","111:0.157678551648177","111:68;113:68","111:0.2496631851295615","Yes"
"113","145.29106209810115","109.22643240606374","0.12548828125","0.1884765625","0.0625","2280","","32","","0","","","119:0.06793976859157269;114:0.021053714604749557","119:68;112:68;114:68","","Yes"
"114","220.11967783143442","28.538341208380036","0.02001953125","0.02587890625","0.01416015625","2280","0.00016633207644694225","32","0.00016633207644694225","0","0.00016633207644694225","0.00016633207644694225","115:0.005250825260608938;113:0.021053714604749557","115:68;113:68","115:0.003942162549078088","Yes"
"115","237.60938043588308","9.69791641497647","0.012451171875","0.015625","0.00927734375","2280","0.00012959924666333132","32","0.00012959924666333132","0","0.00012959924666333132","0.00012959924666333132","99:0.004598319248451221;114:0.005250825260608938","99:68;114:68","99:0.004633886423250633;114:0.003942162549078088","Yes"
"116","239.7972471374956","195.9013011289369","0.002197265625","0.001953125","0.00244140625","2280","0.00023474717274314799","32","0.00023474717274314799","0","0.00023474717274314799","0.00023474717274314799","101:0.0012255896976052782;121:0.008698475470302891","101:68;121:68","101:0.0013739886610029395;121:0.010602556464117091","Yes"
"117","371.54000051832037","286.04505685306464","0.0029296875","0.00146484375","0.00439453125","2280","0.00016499397432694467","32","0.00016499397432694467","0","0.00016499397432694467","0.00016499397432694467","105:0.0010537584837516933;125:0.0012043854994276404","105:68;125:68","105:0.003749664038837891;125:0.0029253755083455957","Yes"
"118","206.2524623004411","138.5251041274433","0.00390625","0.005859375","0.001953125","2280","0.00015805781780997953","32","0.00015805781780997953","0","0.00015805781780997953","0.00015805781780997953","109:0.002808444743911259;129:0.0014163347576769125","109:68;129:68","109:0.0031194774706915507;129:0.0023782739387697704","Yes"
"119","119.18527531847187","163.25844601126582","0.016845703125","0.0126953125","0.02099609375","2280","0.0006144871221771315","32","0.0006144871221771315","0","0.0006144871221771315","0.0006144871221771315","113:0.06793976859157269;133:0.05583523937399945","113:68;133:68","133:0.027254346361990506","Yes"
"120","155.48819695079152","127.1612213193174","0.06494140625","0.12109375","0.0087890625","2280","0.00435826215692583","32","0.00435826215692583","0","0.00435826215692583","0.00435826215692583","121:0.10385952169692787","121:68","","Yes"
"121","236.16801687988232","117.98282364957647","0.010498046875","0.01123046875","0.009765625","2280","0.00048283651505436276","32","0.00048283651505436276","0","0.00048283651505436276","0.00048283651505436276","120:0.10385952169692787;122:0.011935596013168154;116:0.008698475470302891","120:68;122:68;116:68","122:0.01123188267572331;116:0.010602556464117091","Yes"
"122","266.16809984649035","223.38917008758798","0.0625","0.12353515625","0.00146484375","2280","0.00019106555310122509","32","0.00019106555310122509","0","0.00019106555310122509","0.00019106555310122509","121:0.011935596013168154;123:0.00101941280349227","121:68;123:68","121:0.01123188267572331;123:0.0018477306896236279","Yes"
"123","328.8906205335049","14.931135504273708","0.0078125","0.00537109375","0.01025390625","2280","0.00021458095419389287","32","0.00021458095419389287","0","0.00021458095419389287","0.00021458095419389287","136:0.001875179973340274;124:0.0013610526871213058;122:0.00101941280349227","136:68;124:68;122:68","136:0.003040556456612886;124:0.001973074123505336;122:0.0018477306896236279","Yes"
"124","305.9644091241104","229.36380705720674","0.006591796875","0.00927734375","0.00390625","2280","0.00014925806109822157","32","0.00014925806109822157","0","0.00014925806109822157","0.00014925806109822157","123:0.0013610526871213058;125:0.002866666221605224","123:68;125:68","123:0.001973074123505336;125:0.003371649831984541","Yes"
"125","319.0521366921756","248.50545607619688","0.045166015625","0.0390625","0.05126953125","2280","0.0003720525148005844","32","0.0003720525148005844","0","0.0003720525148005844","0.0003720525148005844","117:0.0012043854994276404;124:0.002866666221605224;126:0.0015626812546529478","117:68;124:68;126:68","117:0.0029253755083455957;124:0.003371649831984541;126:0.003159342405478077","Yes"
"126","173.0793110248852","171.8819935041745","0.005615234375","0.00830078125","0.0029296875","2280","0.00027609927788166286","32","0.00027609927788166286","0","0.00027609927788166286","0.00027609927788166286","127:0.0013367953334334215;125:0.0015626812546529478","127:68;125:68","127:0.0027182967657416734;125:0.003159342405478077","Yes"
"127","184.5488171743491","144.98626813806442","0.05908203125","0.06689453125","0.05126953125","2280","0.0003174888036112723","32","0.0003174888036112723","0","0.0003174888036112723","0.0003174888036112723","126:0.0013367953334334215;128:0.002096628895380398;137:0.0015841767863638834","126:68;128:68;137:68","126:0.0027182967657416734;128:0.002740529120798918;137:0.0014665076131604449","Yes"
"128","298.48895878838863","52.50129506082228","0.004638671875","0.0078125","0.00146484375","2280","0.00031387094525336685","32","0.00031387094525336685","0","0.00031387094525336685","0.00031387094525336685","127:0.002096628895380398;129:0.0015492031426163344","127:68;129:68","127:0.002740529120798918;129:0.0034624344813632135","Yes"
"129","321.1377895986076","127.03228748888105","0.023681640625","0.04541015625","0.001953125","2280","0.0003787377875112818","32","0.0003787377875112818","0","0.0003787377875112818","0.0003787377875112818","130:0.057221065892681944;128:0.0015492031426163344;118:0.0014163347576769125","130:68;128:68;118:68","130:0.022316992063066532;128:0.0034624344813632135;118:0.0023782739387697704","Yes"
"130","141.44934898231207","139.6025676238553","0.026611328125","0.0458984375","0.00732421875","2280","0.00017428141676127814","32","0.00017428141676127814","0","0.00017428141676127814","0.00017428141676127814","129:0.057221065892681944","129:68;131:68","129:0.022316992063066532","Yes"
"131","58.13607456212327","10.971130462698376","0.12548828125","0.17578125","0.0751953125","2280","0.0077424949030930985","32","0.0077424949030930985","0","0.0077424949030930985","0.0077424949030930985","138:0.01596961485726467;132:0.060664377894724536","138:68;130:68;132:68","","Yes"
"132","379.92487074270497","232.24272183572452","0.00537109375","0.00830078125","0.00244140625","2280","0.0005191207439151924","32","0.0005191207439151924","0","0.0005191207439151924","0.0005191207439151924","133:0.0037645759918003008;131:0.060664377894724536","133:68;131:68","133:0.002087970277651452","Yes"
"133","273.5969667999653","133.99103787696464","0.0078125","0.0048828125","0.0107421875","2280","0.00033022891727032877","32","0.00033022891727032877","0","0.00033022891727032877","0.00033022891727032877","132:0.0037645759918003008;134:0.0013596548281623877;119:0.05583523937399945","132:68;134:68;119:68","132:0.002087970277651452;134:0.0024054318524539264;119:0.027254346361990506","Yes"
"134","184.63228060248179","113.79773454403464","0.001953125","0.00390625","0","2280","0.00018223314741224497","32","0.00018223314741224497","0","0.00018223314741224497","0.00018223314741224497","133:0.0013596548281623877;135:0.0037091770809629943","133:68;135:68","133:0.0024054318524539264;135:0.0032068992517586825","Yes"
"135","120.11846066834534","157.87560967298108","0.009521484375","0.01611328125","0.0029296875","2280","0.00024075363735710862","32","0.00024075363735710862","0","0.00024075363735710862","0.00024075363735710862","134:0.0037091770809629943;139:0.0026694972203545053","134:68;139:68","134:0.0032068992517586825;139:0.0038341800920489444","Yes"
"136","179.00561720614863","249.93531442639184","0.008544921875","0.01171875","0.00537109375","2280","0.0003358425413025391","32","0.0003358425413025391","0","0.0003358425413025391","0.0003358425413025391","123:0.001875179973340274;143:0.0018249685989422115","123:68;143:68","123:0.003040556456612886;143:0.003808180131467803","Yes"
"137","310.8767380919138","12.007920279712474","0.00634765625","0.0087890625","0.00390625","2280","0.000307950406329547","32","0.000307950406329547","0","0.000307950406329547","0.000307950406329547","147:0.002513053650560454;127:0.0015841767863638834","147:68;127:68","147:0.0026245072896401156;127:0.0014665076131604449","Yes"
"138","361.39343989832224","92.92223176060169","0.010009765625","0.0166015625","0.00341796875","2280","0.00020337661074749957","32","0.00020337661074749957","0","0.00020337661074749957","0.00020337661074749957","151:0.0018385181227216774;131:0.01596961485726467","151:68;131:68","151:0.0018521630667392985","Yes"
"139","258.86470577427906","22.80712252018348","0.004638671875","0.00634765625","0.0029296875","2280","0.00018241115107517204","32","0.00018241115107517204","0","0.00018241115107517204","0.00018241115107517204","155:0.0012259552625026315;135:0.0026694972203545053","155:68;135:68","155:0.002813532843298938;135:0.0038341800920489444","Yes"
"140","285.40494016685227","427.62859214263716","0.007568359375","0.00927734375","0.005859375","2280","0.0003005103811028723","32","0.0003005103811028723","0","0.0003005103811028723","0.0003005103811028723","141:0.0011865053799009206","141:68","141:0.0017463765088373273","Yes"
"141","302.2314266028351","146.1511092630762","0.008544921875","0.0146484375","0.00244140625","2280","0.00012235380400899766","32","0.00012235380400899766","0","0.00012235380400899766","0.00012235380400899766","140:0.0011865053799009206;142:0.009103081488853998","140:68;142:68","140:0.0017463765088373273;142:0.0013267114265758662","Yes"
"142","322.10726447007517","220.80723621367602","0.009033203125","0.0087890625","0.00927734375","2280","0.0002829834700296631","32","0.0002829834700296631","0","0.0002829834700296631","0.0002829834700296631","143:0.0018251891158935774;141:0.009103081488853998","143:68;141:68","143:0.008317562121104571;141:0.0013267114265758662","Yes"
"143","68.4617970185632","28.417715181798766","0.01123046875","0.017578125","0.0048828125","2280","0.0003437657873793771","32","0.0003437657873793771","0","0.0003437657873793771","0.0003437657873793771","142:0.0018251891158935774;144:0.0017932542893954462;136:0.0018249685989422115","142:68;144:68;136:68","142:0.008317562121104571;144:0.004285789548024277;136:0.003808180131467803","Yes"
"144","115.64714362854191","106.00165626646773","0.006591796875","0.00830078125","0.0048828125","2280","0.00021169771547720155","32","0.00021169771547720155","0","0.00021169771547720155","0.00021169771547720155","145:0.006252090291341411;143:0.0017932542893954462","145:68;143:68","145:0.009392955018027449;143:0.004285789548024277","Yes"
"145","258.9491981484788","114.43307619657907","0.0126953125","0.01123046875","0.01416015625","2280","0.0014312941555661102","32","0.0014312941555661102","0","0.0014312941555661102","0.0014312941555661102","144:0.006252090291341411","144:68;146:68","144:0.009392955018027449","Yes"
"146","","","0.4931640625","0.51513671875","0.47119140625","2280","","32","","0","","","","145:68;147:68","","Yes"
"147","394.3403564274859","80.27761136443888","0.005859375","0.00830078125","0.00341796875","2280","0.0011731347448507231","32","0.0011731347448507231","0","0.0011731347448507231","0.0011731347448507231","148:0.0025691118768919607;137:0.002513053650560454","148:68;137:68;146:68","148:0.002948386383785223;137:0.0026245072896401156","Yes"
"148","318.96164413313824","275.93248710728534","0.002685546875","0.00390625","0.00146484375","2280","0.00010347893639153171","32","0.00010347893639153171","0","0.00010347893639153171","0.00010347893639153171","147:0.0025691118768919607;149:0.0038117651897585925","147:68;149:68","147:0.002948386383785223;149:0.0062511039405668545","Yes"
"149","311.5630290473027","227.24817891165802","0.005859375","0.0087890625","0.0029296875","2280","0.00018619153885070626","32","0.00018619153885070626","0","0.00018619153885070626","0.00018619153885070626","150:0.002801630229963298;148:0.0038117651897585925","150:68;148:68","150:0.006527769323549343;148:0.0062511039405668545","Yes"
"150","279.05684376556854","330.12743650592506","0.01806640625","0.01611328125","0.02001953125","2280","0.0001675779043079805","32","0.0001675779043079805","0","0.0001675779043079805","0.0001675779043079805","149:0.002801630229963298;151:0.0017029333207900788","149:68;151:68","149:0.006527769323549343;151:0.0020421865601027434","Yes"
"151","360.2116050330162","265.3199599200412","0.0068359375","0.005859375","0.0078125","2280","0.00022172019086085808","32","0.00022172019086085808","0","0.00022172019086085808","0.00022172019086085808","138:0.0018385181227216774;152:0.0018020042594418806;150:0.0017029333207900788","138:68;152:68;150:68","138:0.0018521630667392985;152:0.0014830677302121453;150:0.0020421865601027434","Yes"
"152","252.94739619816224","77.98453726353503","0.005615234375","0.0078125","0.00341796875","2280","0.00018477177284060824","32","0.00018477177284060824","0","0.00018477177284060824","0.00018477177284060824","151:0.0018020042594418806;153:0.002786086782959468","151:68;153:68","151:0.0014830677302121453;153:0.002260817575934909","Yes"
"153","351.01569168932025","198.03221796705714","0.007080078125","0.00732421875","0.0068359375","2280","0.00017071965237679427","32","0.00017071965237679427","0","0.00017071965237679427","0.00017071965237679427","152:0.002786086782959468;154:0.0018526226694292602","152:68;154:68","152:0.002260817575934909;154:0.0020130907102424156","Yes"
"154","274.0348478630977","148.16745599115694","0.004150390625","0.00634765625","0.001953125","2280","0.00040243562700700494","32","0.00040243562700700494","0","0.00040243562700700494","0.00040243562700700494","153:0.0018526226694292602;155:0.002054431371846993","153:68;155:68","153:0.0020130907102424156;155:0.0027604637893862694","Yes"
"155","242.41554966451426","221.4454114153736","0.0087890625","0.0078125","0.009765625","2280","0.00012826330461676772","32","0.00012826330461676772","0","0.00012826330461676772","0.00012826330461676772","139:0.0012259552625026315;154:0.002054431371846993","139:68;154:68","139:0.002813532843298938;154:0.0027604637893862694","Yes"
